City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
251,Taywarah,33.35,64.4167,32.52,81,15,3.67,AF,08/11/21 2:09
119,Okoneshnikovo,54.8377,75.0834,32.59,44,100,19.53,RU,08/11/21 2:05
482,Kochevo,59.5994,54.3125,32.61,84,79,8.97,RU,08/11/21 2:16
496,Gornopravdinsk,60.05,69.9,32.61,98,100,7.81,RU,08/11/21 2:16
264,Pavino,59.1139,46.1414,32.76,90,100,6.06,RU,08/11/21 2:09
95,Krasnoselkup,65.7,82.4667,32.77,95,100,21.23,RU,08/11/21 2:01
466,Storslett,69.7678,21.0247,32.77,95,100,11.61,NO,08/11/21 2:16
24,La Ronge,55.1001,-105.2842,33.1,65,32,4.18,CA,08/11/21 2:03
400,Purpe,64.4803,76.6897,33.17,97,100,19.39,RU,08/11/21 2:13
412,Sladkovo,55.5284,70.3385,33.73,45,53,21.12,RU,08/11/21 2:13
258,Petropavl,54.8753,69.1628,33.78,40,0,20.13,KZ,08/11/21 2:09
510,Uusikaupunki,60.8004,21.4084,34.32,82,99,16.96,FI,08/11/21 2:16
183,Harstad,68.799,16.5293,34.83,100,98,4.81,NO,08/11/21 2:07
459,Gari,59.4307,62.3497,34.86,86,100,10.98,RU,08/11/21 2:15
1,Ushuaia,-54.8,-68.3,34.9,91,37,4.38,AR,08/11/21 2:01
232,Yurino,56.2942,46.3039,34.92,85,100,11.05,RU,08/11/21 2:09
123,Thompson,55.7435,-97.8558,35.46,87,100,4.56,CA,08/11/21 2:02
39,Andenes,69.3143,16.1194,35.58,87,75,13.8,NO,08/11/21 2:03
331,Boo,59.3333,18.2833,35.76,93,97,9.22,SE,08/11/21 2:12
133,Pemberton,50.3164,-122.8027,35.8,95,83,6.08,CA,08/11/21 2:00
162,Aksay,47.26,39.87,35.82,64,99,3.89,RU,08/11/21 2:07
261,Altamont,42.2068,-121.7372,36.39,67,1,0,US,08/11/21 2:09
44,Makat,47.6469,53.3463,36.41,33,20,7.16,KZ,08/11/21 2:03
179,Vostok,46.4856,135.8833,36.91,30,97,3.44,RU,08/11/21 2:07
79,Severo-Kurilsk,50.6789,156.125,37.09,63,99,21.34,RU,08/11/21 2:01
292,Port Hardy,50.6996,-127.4199,37.58,100,90,0,CA,08/11/21 2:10
318,Nikolskoye,59.7035,30.7861,37.87,98,100,8.79,RU,08/11/21 2:11
364,Grindavik,63.8424,-22.4338,37.87,87,90,36.82,IS,08/11/21 2:08
373,Otradnoye,59.7775,30.8181,38.03,97,100,9.42,RU,08/11/21 2:07
285,Sayat,38.7839,63.8803,38.84,30,100,1.68,TM,08/11/21 2:10
457,Hede,33.7681,120.2517,38.91,53,4,17.18,CN,08/11/21 2:15
168,Hofn,64.2539,-15.2082,39.02,94,100,14.12,IS,08/11/21 2:07
267,Belyy Yar,53.6039,91.3903,39.09,56,0,11.18,RU,08/11/21 2:05
34,Albany,42.6001,-73.9662,39.52,72,12,3.89,US,08/11/21 1:58
543,Seydi,39.4816,62.9137,39.56,21,100,3.58,TM,08/11/21 2:17
562,Kamenka,51.3223,42.7678,39.63,89,100,8.48,RU,08/11/21 2:18
349,Ketchikan,55.3422,-131.6461,39.67,87,90,5.75,US,08/11/21 2:12
518,Boissevain,49.2306,-100.0559,39.7,50,57,11.07,CA,08/11/21 2:17
501,Saint-Augustin,51.226,-58.6502,40.37,78,100,3.67,CA,08/11/21 2:15
360,Baoying,33.2292,119.3092,40.42,48,1,16.67,CN,08/11/21 2:12
203,Xingtai,37.0631,114.4942,40.5,36,0,6.31,CN,08/11/21 2:08
290,Nizhniy Baskunchak,48.2198,46.8311,40.5,80,75,3.98,RU,08/11/21 2:10
151,Chapais,49.7834,-74.8492,40.78,98,100,6.44,CA,08/11/21 2:07
429,Sandwick,60,-1.25,40.82,81,20,4.61,GB,08/11/21 2:14
534,Letychiv,49.3826,27.6305,40.84,87,100,8.84,UA,08/11/21 2:17
464,Brae,60.3964,-1.353,40.91,67,100,5.46,GB,08/11/21 2:15
326,Great Yarmouth,52.6083,1.7305,41.02,86,100,10.04,GB,08/11/21 2:12
462,Ozerna,49.6289,25.329,41.05,81,100,10.47,UA,08/11/21 2:15
59,Chernyy Yar,48.0624,46.1091,41.07,77,95,4.83,RU,08/11/21 2:04
270,Svetlaya,46.5389,138.3297,41.4,29,100,2.42,RU,08/11/21 2:08
409,Weihai,37.5017,122.1136,41.54,77,100,33.2,CN,08/11/21 2:13
423,Scarborough,54.2797,-0.4044,41.92,84,100,3,GB,08/11/21 2:14
28,Gazanjyk,39.2446,55.5154,42.08,54,0,2.39,TM,08/11/21 2:03
309,Ucluelet,48.9329,-125.5528,42.1,88,87,1.99,CA,08/11/21 2:11
447,Valdemarpils,57.3707,22.5919,42.22,83,100,16.51,LV,08/11/21 2:15
197,Louviers,49.2167,1.1667,42.28,93,20,2.3,FR,08/11/21 2:08
311,Hashtgerd,35.9642,50.6858,42.49,48,0,0.76,IR,08/11/21 2:11
427,Millerovo,48.9226,40.3967,42.67,71,100,6.49,RU,08/11/21 2:14
230,Druzhba,52.0428,33.9453,42.87,85,100,13.62,UA,08/11/21 2:08
446,Fez,34.0372,-4.9998,43.05,60,0,9.22,MA,08/11/21 2:15
63,Mazyr,52.0495,29.2456,43.14,85,100,12.03,BY,08/11/21 2:04
339,Sioux Lookout,50.1001,-91.917,43.66,77,100,3.62,CA,08/11/21 2:12
226,Palmer,42.1584,-72.3287,43.68,68,100,3.42,US,08/11/21 2:06
346,Terney,45.0503,136.6092,43.68,28,100,2.8,RU,08/11/21 2:12
389,Gilgit,35.9221,74.3087,43.75,47,0,4.09,PK,08/11/21 2:13
158,Novyy Yarychiv,49.9044,24.3052,43.93,78,100,10.65,UA,08/11/21 2:07
12,Punta Arenas,-53.15,-70.9167,44.11,70,40,9.22,CL,08/11/21 2:03
229,Ilinskiy,55.619,38.1182,44.31,76,0,8.95,RU,08/11/21 2:08
157,Sitka,57.0531,-135.33,44.49,57,20,6.91,US,08/11/21 2:06
321,Chapleau,47.8405,-83.4034,44.62,86,97,4.59,CA,08/11/21 2:11
570,Matagami,49.7502,-77.6328,44.71,100,90,4.61,CA,08/11/21 2:18
478,Tarskoye,42.967,44.7711,44.85,86,6,2.08,RU,08/11/21 2:16
127,Marmora,44.4583,7.094,45.52,87,93,1.9,IT,08/11/21 2:02
492,Yunyang,33.4474,112.7142,45.52,30,0,3.47,CN,08/11/21 2:16
522,Klaksvik,62.2266,-6.589,45.52,81,99,20.09,FO,08/11/21 2:15
424,Aljezur,37.3191,-8.8033,45.63,49,0,6.64,PT,08/11/21 2:14
213,Margate,51.3813,1.3862,45.7,84,84,13.29,GB,08/11/21 2:08
246,Shiyan,32.6475,110.7781,45.72,53,0,6.33,CN,08/11/21 2:09
8,Xichang,27.8964,102.2634,45.88,72,98,2.84,CN,08/11/21 2:03
184,Newton,42.337,-71.2092,45.95,80,1,0,US,08/11/21 2:07
202,Caohe,30.2297,115.4335,45.95,37,0,7.63,CN,08/11/21 2:08
448,Virovitica,45.8319,17.3839,46.02,92,55,3.76,HR,08/11/21 2:15
247,Jiangyou,31.7667,104.7167,46.31,72,18,4.25,CN,08/11/21 2:09
36,Rio Gallegos,-51.6226,-69.2181,46.45,53,0,14.97,AR,08/11/21 2:03
486,Vinkovci,45.2883,18.8047,46.45,93,90,5.75,HR,08/11/21 2:16
32,Bethel,41.3712,-73.414,46.49,67,100,4.94,US,08/11/21 1:58
38,West Wendover,40.7391,-114.0733,46.49,65,100,1.36,US,08/11/21 2:03
101,Visnes,59.3556,5.2242,46.58,100,100,10.36,NO,08/11/21 2:05
441,Plonsk,52.6235,20.3755,47.03,83,100,14.79,PL,08/11/21 2:15
313,Devon,50.75,-3.75,47.1,62,38,3.27,GB,08/11/21 2:11
495,Harrogate,53.9908,-1.5373,47.16,66,95,3,GB,08/11/21 2:16
29,Torbay,47.6666,-52.7314,47.26,86,77,3,CA,08/11/21 2:03
341,Shenjiamen,29.9576,122.298,47.7,66,12,33.44,CN,08/11/21 2:12
69,Jamestown,42.097,-79.2353,47.71,82,1,1.01,US,08/11/21 2:03
145,Coihaique,-45.5752,-72.0662,48.15,71,0,4.61,CL,08/11/21 2:06
342,Kubanskiy,45.9292,40.5806,48.27,93,100,5.55,RU,08/11/21 2:12
45,Onufriyivka,48.9072,33.4487,48.31,73,96,9.91,UA,08/11/21 2:03
142,Morehead,37.2711,-87.1764,48.83,87,1,0,US,08/11/21 2:06
324,Ardakan,32.31,54.0175,48.87,62,99,4.43,IR,08/11/21 2:11
278,Qidong,31.8128,121.6561,49.03,57,11,23.73,CN,08/11/21 2:10
344,Preston,53.7667,-2.7167,49.14,86,92,6.08,GB,08/11/21 2:12
557,Kenora,49.8167,-94.4337,49.17,66,75,4.61,CA,08/11/21 2:18
56,Elbistan,38.2059,37.1983,49.37,43,100,1.39,TR,08/11/21 2:00
392,Nemuro,43.3236,145.575,49.48,72,64,9.57,JP,08/11/21 2:13
284,West Milford,41.1312,-74.3674,49.64,72,100,4.05,US,08/11/21 2:10
220,Fortuna,40.5982,-124.1573,49.98,70,1,0,US,08/11/21 2:07
293,Nador,35.174,-2.9287,50.25,71,0,3.44,MA,08/11/21 2:10
547,Sajanan,37.0573,9.2426,50.27,73,6,5.75,TN,08/11/21 2:17
10,Bredasdorp,-34.5322,20.0403,50.29,77,98,2.08,ZA,08/11/21 2:03
306,Cabra,37.4725,-4.4421,50.4,63,0,4.94,ES,08/11/21 2:08
476,Verkhniy Rohachyk,47.2505,34.338,50.72,88,91,9.35,UA,08/11/21 2:16
104,Hermiston,45.8404,-119.2895,50.9,57,20,8.05,US,08/11/21 2:02
275,Monroe,43.1501,-77.6831,50.95,78,1,5.75,US,08/11/21 2:06
276,Marck,50.949,1.9433,50.99,78,93,12.12,FR,08/11/21 2:09
539,Gairo,39.8497,9.5047,51.01,78,100,2.95,IT,08/11/21 2:17
283,Mayo,38.8876,-76.5119,51.17,75,1,1.01,US,08/11/21 2:10
450,Riverton,40.5219,-111.9391,51.17,73,90,4,US,08/11/21 2:10
530,Westport,41.1415,-73.3579,51.55,70,1,4.61,US,08/11/21 2:17
40,Hamilton,39.1834,-84.5333,51.67,70,4,3.27,US,08/11/21 1:59
141,San Jeronimo,-11.9472,-75.2829,51.76,82,100,6.04,PE,08/11/21 2:06
312,Izberbash,42.5696,47.8645,51.85,74,17,3.02,RU,08/11/21 2:11
286,Asahikawa,43.7678,142.3703,51.94,64,92,1.14,JP,08/11/21 2:10
314,Fairview,40.8126,-73.999,52.21,54,1,0,US,08/11/21 2:11
410,Glenwood Springs,39.5505,-107.3248,52.34,34,1,16.11,US,08/11/21 2:13
186,Craig,40.5153,-107.5464,52.39,52,1,4.61,US,08/11/21 2:08
68,Lebu,-37.6167,-73.65,52.88,93,68,9.86,CL,08/11/21 2:00
564,Mingaora,34.7758,72.3625,53.01,29,7,7.58,PK,08/11/21 2:17
131,Comodoro Rivadavia,-45.8667,-67.5,53.22,75,94,18.77,AR,08/11/21 2:01
531,Skibbereen,51.55,-9.2667,53.4,97,100,10.29,IE,08/11/21 2:17
357,Piney Green,34.716,-77.3202,53.53,66,1,14.97,US,08/11/21 2:12
327,Nantucket,41.2835,-70.0995,53.71,76,90,14.97,US,08/11/21 2:12
84,Chuy,-33.6971,-53.4616,53.76,83,10,2.77,UY,08/11/21 2:04
509,Kathmandu,27.7167,85.3167,53.82,94,20,2.3,NP,08/11/21 2:15
310,Morgan City,29.6994,-91.2068,54.01,100,1,0,US,08/11/21 2:11
437,Elizabeth City,36.2946,-76.2511,54.01,80,1,20.71,US,08/11/21 2:14
502,Walvis Bay,-22.9575,14.5053,54.09,82,2,3.44,NA,08/11/21 2:16
215,Constitucion,-35.3333,-72.4167,54.3,83,5,14.12,CL,08/11/21 2:08
460,Zhob,31.3411,69.4481,54.55,39,0,3.78,PK,08/11/21 2:15
147,Bedele,8.456,36.353,54.75,94,93,1.36,ET,08/11/21 2:06
494,George,-33.963,22.4617,54.95,94,90,5.75,ZA,08/11/21 2:16
85,Khasan,42.4308,130.6434,55.4,88,100,30.67,RU,08/11/21 2:04
358,Saint Anthony,45.0205,-93.218,55.81,83,1,1.01,US,08/11/21 2:10
421,Shizunai,42.3339,142.3669,55.89,74,95,11.12,JP,08/11/21 2:14
375,Mao,39.8885,4.2658,55.96,88,75,13.8,ES,08/11/21 2:11
62,Florence,43.7667,11.25,55.99,95,0,1.14,IT,08/11/21 2:00
363,Muros,42.7762,-9.0603,55.99,86,100,10.96,ES,08/11/21 2:09
113,Luderitz,-26.6481,15.1594,56.25,83,0,8.59,NA,08/11/21 2:05
160,Viedma,-40.8135,-62.9967,56.64,66,52,11.01,AR,08/11/21 2:07
173,Kruisfontein,-34.0033,24.7314,56.88,87,100,4.85,ZA,08/11/21 2:06
109,Hermanus,-34.4187,19.2345,56.89,72,72,4.7,ZA,08/11/21 2:05
13,Rio Grande,-32.035,-52.0986,56.95,75,0,5.53,BR,08/11/21 2:03
37,Felanitx,39.4696,3.1483,57,65,100,7.16,ES,08/11/21 2:03
185,Concepcion,-36.827,-73.0498,57,77,0,10.36,CL,08/11/21 2:08
537,Vranje,42.5514,21.9003,57.18,79,64,3.91,RS,08/11/21 2:17
2,Lalibela,12.0333,39.0333,57.2,53,91,2.77,ET,08/11/21 2:03
411,Ruidoso,33.3317,-105.673,57.34,23,1,13.8,US,08/11/21 2:12
92,Coquimbo,-29.9533,-71.3436,57.54,79,5,2.35,CL,08/11/21 2:01
567,Baglung,28.2719,83.5898,57.97,66,23,3.47,NP,08/11/21 2:18
111,Buraydah,26.326,43.975,58.26,34,0,5.32,SA,08/11/21 2:05
46,Paysandu,-32.3214,-58.0756,58.35,70,75,8.61,UY,08/11/21 2:03
268,Turayf,31.6725,38.6637,58.44,39,0,8.55,SA,08/11/21 2:09
23,Codrington,-38.2667,141.9667,58.62,55,100,4.68,AU,08/11/21 2:00
73,Castro,-24.7911,-50.0119,58.91,97,83,6.89,BR,08/11/21 2:01
134,Oranjemund,-28.55,16.4333,58.91,81,66,9.26,NA,08/11/21 2:05
431,Quthing,-30.4,27.7003,58.93,86,91,2.24,LS,08/11/21 2:14
55,Port Elizabeth,-33.918,25.5701,59.09,84,100,5.57,ZA,08/11/21 1:59
445,Paso De Carrasco,-34.8603,-56.0522,59.14,77,0,11.5,UY,08/11/21 2:15
0,Cape Town,-33.9258,18.4232,59.27,73,52,4,ZA,08/11/21 2:03
255,Leon,21.1167,-101.6667,59.29,36,38,6.35,MX,08/11/21 2:09
397,Rawson,-43.3002,-65.1023,59.63,59,100,5.59,AR,08/11/21 2:13
207,Najran,17.4924,44.1277,59.7,28,0,1.03,SA,08/11/21 2:08
237,Sakakah,29.9697,40.2064,59.94,37,0,3.91,SA,08/11/21 2:05
366,Bahia Blanca,-38.7196,-62.2724,60.15,43,10,9.64,AR,08/11/21 2:10
47,Saldanha,-33.0117,17.9442,60.24,74,88,20.65,ZA,08/11/21 2:03
334,Abu Samrah,35.3029,37.1841,60.31,33,100,3.89,SY,08/11/21 2:12
407,Beihai,21.4833,109.1,60.33,64,95,27.2,CN,08/11/21 2:13
535,Jasper,37.2001,-94.3502,60.67,51,1,4,US,08/11/21 2:17
6,Xam Nua,20.4197,104.0439,60.75,99,100,3.58,LA,08/11/21 2:03
467,Ayacucho,-13.1583,-74.2239,60.84,71,99,6.26,PE,08/11/21 2:16
175,Mar Del Plata,-38.0023,-57.5575,61.09,85,0,1.99,AR,08/11/21 2:07
48,Bluff,-46.6,168.3333,61.16,61,83,6.22,NZ,08/11/21 2:04
152,Do Gonbadan,30.3586,50.7981,61.45,55,2,4.21,IR,08/11/21 2:07
61,Mount Gambier,-37.8333,140.7667,61.63,48,85,6.55,AU,08/11/21 2:01
210,Kaitangata,-46.2817,169.8464,61.93,75,85,7.29,NZ,08/11/21 2:08
130,Estelle,29.8458,-90.1067,62.01,66,0,4.52,US,08/11/21 2:05
548,Bako,5.7833,36.5667,62.01,84,41,4.14,ET,08/11/21 2:17
114,Cidreira,-30.1811,-50.2056,62.11,72,4,3.98,BR,08/11/21 2:05
299,Velingrad,42.0272,23.9957,62.17,57,6,6.15,BG,08/11/21 2:10
231,Foumban,5.7291,10.9001,62.42,94,100,3.33,CM,08/11/21 2:09
403,Omis,43.4447,16.6886,62.46,91,24,3.51,HR,08/11/21 2:13
371,Miguel Hidalgo,19.4225,-99.2028,62.58,57,20,5.99,MX,08/11/21 2:12
75,New Norfolk,-42.7826,147.0587,62.74,41,11,5.01,AU,08/11/21 2:02
527,Riyadh,24.6877,46.7219,62.74,28,54,7.9,SA,08/11/21 2:17
524,Gualaquiza,-3.4,-78.55,62.8,98,53,1.72,EC,08/11/21 2:17
387,Stephenville,32.2207,-98.2023,62.92,69,1,8.05,US,08/11/21 2:13
490,Gisborne,-38.6533,178.0042,62.94,74,76,6.71,NZ,08/11/21 2:16
511,Great Bend,38.3645,-98.7648,63.03,60,1,4,US,08/11/21 2:13
16,Hobart,-42.8794,147.3294,63.1,51,75,9.22,AU,08/11/21 2:03
260,Englewood,39.6478,-104.9878,63.57,19,20,6.91,US,08/11/21 2:07
340,Esperance,-33.8667,121.9,63.63,56,100,11.27,AU,08/11/21 2:12
384,Pimentel,-6.8367,-79.9342,63.81,84,66,12.84,PE,08/11/21 2:13
434,Camacha,33.0833,-16.3333,63.82,63,40,11.5,PT,08/11/21 2:14
112,Lima,-12.0432,-77.0282,63.9,81,100,5.7,PE,08/11/21 2:02
153,Huarmey,-10.0681,-78.1522,64.04,85,97,6.11,PE,08/11/21 2:07
401,Hualmay,-11.0964,-77.6139,64.09,82,100,7.92,PE,08/11/21 2:13
546,Los Llanos De Aridane,28.6585,-17.9182,64.15,64,75,10,ES,08/11/21 2:17
54,East London,-33.0153,27.9116,64.36,93,100,7.94,ZA,08/11/21 2:00
19,Port Alfred,-33.5906,26.891,64.38,86,100,8.61,ZA,08/11/21 2:03
370,Paita,-5.0892,-81.1144,64.53,84,19,13.96,PE,08/11/21 2:08
538,Bari,41.1177,16.8512,64.67,95,75,1.14,IT,08/11/21 2:17
22,Dunedin,-45.8742,170.5036,64.8,68,24,6.87,NZ,08/11/21 1:59
248,Spring Hill,28.4769,-82.5255,64.81,78,1,1.01,US,08/11/21 2:09
472,Kant,27.8,79.8,64.87,67,63,2.21,IN,08/11/21 2:16
426,Capinzal,-27.3436,-51.6119,64.96,97,45,2.3,BR,08/11/21 2:14
149,Pisco,-13.7,-76.2167,65.01,82,0,5.75,PE,08/11/21 2:07
550,Ihosy,-22.4,46.1167,65.07,88,76,5.12,MG,08/11/21 2:17
372,Lompoc,34.6391,-120.4579,65.12,67,20,18.01,US,08/11/21 2:12
337,Sechura,-5.5569,-80.8222,65.21,79,63,13.87,PE,08/11/21 2:12
171,Tocopilla,-22.092,-70.1979,65.43,67,12,8.61,CL,08/11/21 2:07
499,Opuwo,-18.0607,13.84,65.7,38,80,1.7,NA,08/11/21 2:16
219,Wajima,37.4,136.9,65.95,59,80,10.83,JP,08/11/21 2:05
573,Ahipara,-35.1667,173.1667,66.18,78,41,5.5,NZ,08/11/21 2:19
444,Florianopolis,-27.6146,-48.5012,66.38,69,40,1.01,BR,08/11/21 2:15
228,Hedaru,-4.5,37.9,66.42,92,97,2.55,TZ,08/11/21 2:08
575,Araxa,-19.5933,-46.9406,66.51,91,67,1.41,BR,08/11/21 2:15
555,Porto Santo,33.072,-16.3415,66.58,63,40,10.36,PT,08/11/21 2:17
53,Hasaki,35.7333,140.8333,66.6,51,39,17.02,JP,08/11/21 2:04
481,Kahama,-3.8333,32.6,66.65,36,100,3.4,TZ,08/11/21 2:16
